"","InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"44483","540178","22352","LUNCH BOX WITH CUTLERY RETROSPOT ",6,"2011-01-05 12:42:00",2.55,12681,"France"
"44484","540178","21086","SET/6 RED SPOTTY PAPER CUPS",12,"2011-01-05 12:42:00",0.65,12681,"France"
"44485","540178","21238","RED RETROSPOT CUP",8,"2011-01-05 12:42:00",0.85,12681,"France"
"44486","540178","21064","BOOM BOX SPEAKER BOYS",2,"2011-01-05 12:42:00",5.95,12681,"France"
"44487","540178","22961","JAM MAKING SET PRINTED",12,"2011-01-05 12:42:00",1.45,12681,"France"
"44488","540178","21786","POLKADOT RAIN HAT ",24,"2011-01-05 12:42:00",0.42,12681,"France"
"44489","540178","22027","TEA PARTY BIRTHDAY CARD",12,"2011-01-05 12:42:00",0.42,12681,"France"
"44490","540178","22037","ROBOT BIRTHDAY CARD",12,"2011-01-05 12:42:00",0.42,12681,"France"
"44491","540178","21224","SET/4 SKULL BADGES",10,"2011-01-05 12:42:00",1.25,12681,"France"
"44492","540178","22904","CALENDAR PAPER CUT DESIGN",6,"2011-01-05 12:42:00",2.95,12681,"France"
"44493","540178","21544","SKULLS  WATER TRANSFER TATTOOS ",12,"2011-01-05 12:42:00",0.85,12681,"France"
"44494","540178","22620","4 TRADITIONAL SPINNING TOPS",12,"2011-01-05 12:42:00",1.25,12681,"France"
"44495","540178","POST","POSTAGE",3,"2011-01-05 12:42:00",18,12681,"France"
"44796","540239","21977","PACK OF 60 PINK PAISLEY CAKE CASES",24,"2011-01-05 14:48:00",0.55,12682,"France"
"44797","540239","21976","PACK OF 60 MUSHROOM CAKE CASES",24,"2011-01-05 14:48:00",0.55,12682,"France"
"44798","540239","15056BL","EDWARDIAN PARASOL BLACK",9,"2011-01-05 14:48:00",5.95,12682,"France"
"44799","540239","22451","SILK PURSE BABUSHKA RED",6,"2011-01-05 14:48:00",3.35,12682,"France"
"44800","540239","20866","BLUE ROSE FABRIC MIRROR",12,"2011-01-05 14:48:00",1.25,12682,"France"
"44801","540239","22331","WOODLAND PARTY BAG + STICKER SET",8,"2011-01-05 14:48:00",1.65,12682,"France"
"44802","540239","22895","SET OF 2 TEA TOWELS APPLE AND PEARS",6,"2011-01-05 14:48:00",2.95,12682,"France"
"44803","540239","84279P","CHERRY BLOSSOM  DECORATIVE FLASK",4,"2011-01-05 14:48:00",3.75,12682,"France"
"44804","540239","22859","EASTER TIN BUNNY BOUQUET",12,"2011-01-05 14:48:00",1.65,12682,"France"
"44805","540239","22558","CLOTHES PEGS RETROSPOT PACK 24 ",12,"2011-01-05 14:48:00",1.49,12682,"France"
"44806","540239","22904","CALENDAR PAPER CUT DESIGN",6,"2011-01-05 14:48:00",2.95,12682,"France"
"44807","540239","22435","SET OF 9 HEART SHAPED BALLOONS",12,"2011-01-05 14:48:00",1.25,12682,"France"
"44808","540239","21791","VINTAGE HEADS AND TAILS CARD GAME ",12,"2011-01-05 14:48:00",1.25,12682,"France"
"44809","540239","22302","COFFEE MUG PEARS  DESIGN",6,"2011-01-05 14:48:00",2.55,12682,"France"
"44810","540239","10002","INFLATABLE POLITICAL GLOBE ",12,"2011-01-05 14:48:00",0.85,12682,"France"
"44811","540239","22352","LUNCH BOX WITH CUTLERY RETROSPOT ",6,"2011-01-05 14:48:00",2.55,12682,"France"
"44812","540239","21559","STRAWBERRY LUNCH BOX WITH CUTLERY",6,"2011-01-05 14:48:00",2.55,12682,"France"
"44813","540239","22915","ASSORTED BOTTLE TOP  MAGNETS ",12,"2011-01-05 14:48:00",0.42,12682,"France"
"44814","540239","22976","CIRCUS PARADE CHILDRENS EGG CUP ",12,"2011-01-05 14:48:00",1.25,12682,"France"
"44815","540239","22966","GINGERBREAD MAN COOKIE CUTTER",12,"2011-01-05 14:48:00",1.25,12682,"France"
"44816","540239","22891","TEA FOR ONE POLKADOT",6,"2011-01-05 14:48:00",4.25,12682,"France"
"44817","540239","22962","JAM JAR WITH PINK LID",12,"2011-01-05 14:48:00",0.85,12682,"France"
"44818","540239","20749","ASSORTED COLOUR MINI CASES",6,"2011-01-05 14:48:00",7.95,12682,"France"
"44819","540239","20750","RED RETROSPOT MINI CASES",4,"2011-01-05 14:48:00",7.95,12682,"France"
"44820","540239","22961","JAM MAKING SET PRINTED",12,"2011-01-05 14:48:00",1.45,12682,"France"
"44821","540239","22064","PINK DOUGHNUT TRINKET POT ",12,"2011-01-05 14:48:00",1.65,12682,"France"
"44822","540239","22551","PLASTERS IN TIN SPACEBOY",12,"2011-01-05 14:48:00",1.65,12682,"France"
"44823","540239","22554","PLASTERS IN TIN WOODLAND ANIMALS",12,"2011-01-05 14:48:00",1.65,12682,"France"
"44824","540239","22556","PLASTERS IN TIN CIRCUS PARADE ",12,"2011-01-05 14:48:00",1.65,12682,"France"
"44825","540239","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",6,"2011-01-05 14:48:00",2.95,12682,"France"
"44826","540239","22328","ROUND SNACK BOXES SET OF 4 FRUITS ",6,"2011-01-05 14:48:00",2.95,12682,"France"
"44827","540239","22423","REGENCY CAKESTAND 3 TIER",3,"2011-01-05 14:48:00",12.75,12682,"France"
"44828","540239","15056N","EDWARDIAN PARASOL NATURAL",3,"2011-01-05 14:48:00",5.95,12682,"France"
"44829","540239","15056P","EDWARDIAN PARASOL PINK",3,"2011-01-05 14:48:00",5.95,12682,"France"
"44830","540239","20679","EDWARDIAN PARASOL RED",9,"2011-01-05 14:48:00",5.95,12682,"France"
"44831","540239","21915","RED  HARMONICA IN BOX ",12,"2011-01-05 14:48:00",1.25,12682,"France"
"44832","540239","22027","TEA PARTY BIRTHDAY CARD",12,"2011-01-05 14:48:00",0.42,12682,"France"
"44833","540239","22090","PAPER BUNTING RETROSPOT",6,"2011-01-05 14:48:00",2.95,12682,"France"
"44834","540239","22333","RETROSPOT PARTY BAG + STICKER SET",8,"2011-01-05 14:48:00",1.65,12682,"France"
"44835","540239","POST","POSTAGE",4,"2011-01-05 14:48:00",18,12682,"France"
"46084","540351","22645","CERAMIC HEART FAIRY CAKE MONEY BANK",12,"2011-01-06 14:26:00",1.45,12735,"France"
"46085","540351","22644","CERAMIC CHERRY CAKE MONEY BANK",12,"2011-01-06 14:26:00",1.45,12735,"France"
"46086","540351","22650","CERAMIC PIRATE CHEST MONEY BANK",12,"2011-01-06 14:26:00",1.45,12735,"France"
"46087","540351","85032A","ROMANTIC IMAGES GIFT WRAP SET",6,"2011-01-06 14:26:00",2.1,12735,"France"
"46088","540351","22209","WOOD STAMP SET HAPPY BIRTHDAY",12,"2011-01-06 14:26:00",1.65,12735,"France"
"46089","540351","10125","MINI FUNKY DESIGN TAPES",20,"2011-01-06 14:26:00",0.42,12735,"France"
"46090","540351","22557","PLASTERS IN TIN VINTAGE PAISLEY ",12,"2011-01-06 14:26:00",1.65,12735,"France"
"46091","540351","22551","PLASTERS IN TIN SPACEBOY",12,"2011-01-06 14:26:00",1.65,12735,"France"
"46092","540351","21980","PACK OF 12 RED RETROSPOT TISSUES ",24,"2011-01-06 14:26:00",0.29,12735,"France"
"46093","540351","20725","LUNCH BAG RED RETROSPOT",10,"2011-01-06 14:26:00",1.65,12735,"France"
"46094","540351","21212","PACK OF 72 RETROSPOT CAKE CASES",24,"2011-01-06 14:26:00",0.55,12735,"France"
"46095","540351","21975","PACK OF 60 DINOSAUR CAKE CASES",24,"2011-01-06 14:26:00",0.55,12735,"France"
"46096","540351","22951","60 CAKE CASES DOLLY GIRL DESIGN",24,"2011-01-06 14:26:00",0.55,12735,"France"
"46097","540351","22606","WOODEN SKITTLES GARDEN SET",1,"2011-01-06 14:26:00",15.95,12735,"France"
"46098","540351","22605","WOODEN CROQUET GARDEN SET",1,"2011-01-06 14:26:00",14.95,12735,"France"
"46099","540351","21918","SET 12 KIDS COLOUR  CHALK STICKS",24,"2011-01-06 14:26:00",0.42,12735,"France"
"46100","540351","21917","SET 12 KIDS  WHITE CHALK STICKS",24,"2011-01-06 14:26:00",0.42,12735,"France"
"46101","540351","21055","TOOL BOX SOFT TOY ",1,"2011-01-06 14:26:00",8.95,12735,"France"
"46102","540351","21054","NURSE'S BAG SOFT TOY",1,"2011-01-06 14:26:00",8.95,12735,"France"
"46103","540351","21056","DOCTOR'S BAG SOFT TOY",1,"2011-01-06 14:26:00",8.95,12735,"France"
"46104","540351","22637","PIGGY BANK RETROSPOT ",4,"2011-01-06 14:26:00",2.55,12735,"France"
"46105","540351","POST","POSTAGE",2,"2011-01-06 14:26:00",18,12735,"France"
"46858","540365","22748","POPPY'S PLAYHOUSE KITCHEN",6,"2011-01-06 16:12:00",2.1,12413,"France"
"46859","540365","21055","TOOL BOX SOFT TOY ",3,"2011-01-06 16:12:00",8.95,12413,"France"
"46860","540365","21328","BALLOONS  WRITING SET ",12,"2011-01-06 16:12:00",1.65,12413,"France"
"46861","540365","22418","10 COLOUR SPACEBOY PEN",24,"2011-01-06 16:12:00",0.85,12413,"France"
"46862","540365","21883","STARS GIFT TAPE ",12,"2011-01-06 16:12:00",0.65,12413,"France"
"46863","540365","22138","BAKING SET 9 PIECE RETROSPOT ",6,"2011-01-06 16:12:00",4.95,12413,"France"
"46864","540365","22617","BAKING SET SPACEBOY DESIGN",6,"2011-01-06 16:12:00",4.95,12413,"France"
"46865","540365","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",6,"2011-01-06 16:12:00",2.95,12413,"France"
"46866","540365","21094","SET/6 RED SPOTTY PAPER PLATES",12,"2011-01-06 16:12:00",0.85,12413,"France"
"46867","540365","21086","SET/6 RED SPOTTY PAPER CUPS",12,"2011-01-06 16:12:00",0.65,12413,"France"
"46868","540365","21080","SET/20 RED RETROSPOT PAPER NAPKINS ",12,"2011-01-06 16:12:00",0.85,12413,"France"
"46869","540365","21936","RED RETROSPOT PICNIC BAG",5,"2011-01-06 16:12:00",2.95,12413,"France"
"46870","540365","22634","CHILDS BREAKFAST SET SPACEBOY ",2,"2011-01-06 16:12:00",9.95,12413,"France"
"46871","540365","22273","FELTCRAFT DOLL MOLLY",6,"2011-01-06 16:12:00",2.95,12413,"France"
"46872","540365","22750","FELTCRAFT PRINCESS LOLA DOLL",4,"2011-01-06 16:12:00",3.75,12413,"France"
"46873","540365","20679","EDWARDIAN PARASOL RED",3,"2011-01-06 16:12:00",5.95,12413,"France"
"46874","540365","85014A","BLACK/BLUE POLKADOT UMBRELLA",3,"2011-01-06 16:12:00",5.95,12413,"France"
"46875","540365","20750","RED RETROSPOT MINI CASES",6,"2011-01-06 16:12:00",7.95,12413,"France"
"46876","540365","85099B","JUMBO BAG RED RETROSPOT",10,"2011-01-06 16:12:00",1.95,12413,"France"
"46877","540365","21039","RED RETROSPOT SHOPPING BAG",6,"2011-01-06 16:12:00",2.55,12413,"France"
"46878","540365","22356","CHARLOTTE BAG PINK POLKADOT",10,"2011-01-06 16:12:00",0.85,12413,"France"
"46879","540365","20724","RED RETROSPOT CHARLOTTE BAG",10,"2011-01-06 16:12:00",0.85,12413,"France"
"46880","540365","22504","CABIN BAG VINTAGE RETROSPOT",1,"2011-01-06 16:12:00",29.95,12413,"France"
"46881","540365","POST","POSTAGE",3,"2011-01-06 16:12:00",18,12413,"France"
"46883","C540367","POST","POSTAGE",-3,"2011-01-06 16:17:00",18,12413,"France"
"47882","540455","21086","SET/6 RED SPOTTY PAPER CUPS",12,"2011-01-07 12:07:00",0.65,12583,"France"
"47883","540455","21080","SET/20 RED RETROSPOT PAPER NAPKINS ",12,"2011-01-07 12:07:00",0.85,12583,"France"
"47884","540455","22726","ALARM CLOCK BAKELIKE GREEN",16,"2011-01-07 12:07:00",3.75,12583,"France"
"47885","540455","22727","ALARM CLOCK BAKELIKE RED ",12,"2011-01-07 12:07:00",3.75,12583,"France"
"47886","540455","22728","ALARM CLOCK BAKELIKE PINK",12,"2011-01-07 12:07:00",3.75,12583,"France"
"47887","540455","22729","ALARM CLOCK BAKELIKE ORANGE",12,"2011-01-07 12:07:00",3.75,12583,"France"
"47888","540455","21121","SET/10 RED POLKADOT PARTY CANDLES",24,"2011-01-07 12:07:00",1.25,12583,"France"
"47889","540455","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",18,"2011-01-07 12:07:00",2.95,12583,"France"
"47890","540455","20750","RED RETROSPOT MINI CASES",4,"2011-01-07 12:07:00",7.95,12583,"France"
"47891","540455","22551","PLASTERS IN TIN SPACEBOY",24,"2011-01-07 12:07:00",1.65,12583,"France"
"47892","540455","22556","PLASTERS IN TIN CIRCUS PARADE ",24,"2011-01-07 12:07:00",1.65,12583,"France"
"47893","540455","22555","PLASTERS IN TIN STRONGMAN",24,"2011-01-07 12:07:00",1.65,12583,"France"
"47894","540455","21731","RED TOADSTOOL LED NIGHT LIGHT",12,"2011-01-07 12:07:00",1.65,12583,"France"
"47895","540455","22390","PAPERWEIGHT CHILDHOOD MEMORIES",60,"2011-01-07 12:07:00",0.85,12583,"France"
"47896","540455","22333","RETROSPOT PARTY BAG + STICKER SET",16,"2011-01-07 12:07:00",1.65,12583,"France"
"47897","540455","22331","WOODLAND PARTY BAG + STICKER SET",16,"2011-01-07 12:07:00",1.65,12583,"France"
"47898","540455","20719","WOODLAND CHARLOTTE BAG",20,"2011-01-07 12:07:00",0.85,12583,"France"
"47899","540455","21883","STARS GIFT TAPE ",144,"2011-01-07 12:07:00",0.19,12583,"France"
"47900","540455","21042","RED RETROSPOT APRON ",6,"2011-01-07 12:07:00",5.95,12583,"France"
"47901","540455","22367","CHILDRENS APRON SPACEBOY DESIGN",8,"2011-01-07 12:07:00",1.95,12583,"France"
"47902","540455","21094","SET/6 RED SPOTTY PAPER PLATES",12,"2011-01-07 12:07:00",0.85,12583,"France"
"47903","540455","POST","POSTAGE",3,"2011-01-07 12:07:00",18,12583,"France"
"48115","540463","POST","POSTAGE",2,"2011-01-07 13:13:00",18,12489,"France"
"48116","540463","22556","PLASTERS IN TIN CIRCUS PARADE ",12,"2011-01-07 13:13:00",1.65,12489,"France"
"48117","540463","84375","SET OF 20 KIDS COOKIE CUTTERS",12,"2011-01-07 13:13:00",2.1,12489,"France"
"48118","540463","22138","BAKING SET 9 PIECE RETROSPOT ",3,"2011-01-07 13:13:00",4.95,12489,"France"
"48119","540463","22467","GUMBALL COAT RACK",12,"2011-01-07 13:13:00",2.55,12489,"France"
"48120","540463","22090","PAPER BUNTING RETROSPOT",6,"2011-01-07 13:13:00",2.95,12489,"France"
"48121","540463","22606","WOODEN SKITTLES GARDEN SET",2,"2011-01-07 13:13:00",15.95,12489,"France"
"48122","540463","21578","WOODLAND DESIGN  COTTON TOTE BAG",6,"2011-01-07 13:13:00",2.25,12489,"France"
"48123","540463","22449","SILK PURSE BABUSHKA PINK",6,"2011-01-07 13:13:00",3.35,12489,"France"
"48124","540463","20750","RED RETROSPOT MINI CASES",2,"2011-01-07 13:13:00",7.95,12489,"France"
"48125","540463","85206A","CREAM FELT EASTER EGG BASKET",6,"2011-01-07 13:13:00",1.65,12489,"France"
"48126","540463","21843","RED RETROSPOT CAKE STAND",3,"2011-01-07 13:13:00",10.95,12489,"France"
"48127","540463","22139","RETROSPOT TEA SET CERAMIC 11 PC ",6,"2011-01-07 13:13:00",4.95,12489,"France"
"48128","540463","21054","NURSE'S BAG SOFT TOY",3,"2011-01-07 13:13:00",8.95,12489,"France"
"48129","540463","22027","TEA PARTY BIRTHDAY CARD",24,"2011-01-07 13:13:00",0.42,12489,"France"
"49548","540521","21881","CUTE CATS TAPE",12,"2011-01-09 12:46:00",0.65,12651,"France"
"49549","540521","21883","STARS GIFT TAPE ",12,"2011-01-09 12:46:00",0.65,12651,"France"
"49550","540521","79191B","RETRO PLASTIC POLKA TRAY",12,"2011-01-09 12:46:00",0.85,12651,"France"
"49551","540521","22138","BAKING SET 9 PIECE RETROSPOT ",3,"2011-01-09 12:46:00",4.95,12651,"France"
"49552","540521","21080","SET/20 RED RETROSPOT PAPER NAPKINS ",12,"2011-01-09 12:46:00",0.85,12651,"France"
"49553","540521","22892","SET OF SALT AND PEPPER TOADSTOOLS",12,"2011-01-09 12:46:00",1.25,12651,"France"
"49554","540521","21398","RED POLKADOT COFFEE  MUG",6,"2011-01-09 12:46:00",2.1,12651,"France"
"49555","540521","21035","SET/2 RED RETROSPOT TEA TOWELS ",6,"2011-01-09 12:46:00",2.95,12651,"France"
"49556","540521","15056BL","EDWARDIAN PARASOL BLACK",3,"2011-01-09 12:46:00",5.95,12651,"France"
"51108","540642","85169B","BLACK LOVE BIRD CANDLE",12,"2011-01-10 13:22:00",1.25,12681,"France"
"51109","540642","21877","HOME SWEET HOME MUG",12,"2011-01-10 13:22:00",1.25,12681,"France"
"51110","540642","22423","REGENCY CAKESTAND 3 TIER",1,"2011-01-10 13:22:00",12.75,12681,"France"
"51111","540642","21428","SET3 BOOK BOX GREEN GINGHAM FLOWER ",4,"2011-01-10 13:22:00",4.25,12681,"France"
"51112","540642","21430","SET/3 RED GINGHAM ROSE STORAGE BOX",4,"2011-01-10 13:22:00",3.75,12681,"France"
"51113","540642","22555","PLASTERS IN TIN STRONGMAN",12,"2011-01-10 13:22:00",1.65,12681,"France"
"51114","540642","22385","JUMBO BAG SPACEBOY DESIGN",10,"2011-01-10 13:22:00",1.95,12681,"France"
"51115","540642","85099B","JUMBO BAG RED RETROSPOT",10,"2011-01-10 13:22:00",1.95,12681,"France"
"51116","540642","22432","WATERING CAN PINK BUNNY",6,"2011-01-10 13:22:00",1.95,12681,"France"
"51117","540642","85049C","ROMANTIC PINKS RIBBONS ",12,"2011-01-10 13:22:00",1.25,12681,"France"
"51118","540642","85049D","BRIGHT BLUES RIBBONS ",12,"2011-01-10 13:22:00",1.25,12681,"France"
"51119","540642","85049G","CHOCOLATE BOX RIBBONS ",12,"2011-01-10 13:22:00",1.25,12681,"France"
"51120","540642","22725","ALARM CLOCK BAKELIKE CHOCOLATE",8,"2011-01-10 13:22:00",3.75,12681,"France"
"51121","540642","22726","ALARM CLOCK BAKELIKE GREEN",8,"2011-01-10 13:22:00",3.75,12681,"France"
"51122","540642","22727","ALARM CLOCK BAKELIKE RED ",8,"2011-01-10 13:22:00",3.75,12681,"France"
"51123","540642","22728","ALARM CLOCK BAKELIKE PINK",8,"2011-01-10 13:22:00",3.75,12681,"France"
"51124","540642","22729","ALARM CLOCK BAKELIKE ORANGE",8,"2011-01-10 13:22:00",3.75,12681,"France"
"51125","540642","22730","ALARM CLOCK BAKELIKE IVORY",8,"2011-01-10 13:22:00",3.75,12681,"France"
"51126","540642","20750","RED RETROSPOT MINI CASES",2,"2011-01-10 13:22:00",7.95,12681,"France"
"51127","540642","16236","KITTY PENCIL ERASERS",28,"2011-01-10 13:22:00",0.21,12681,"France"
"51128","540642","16238","PARTY TIME PENCIL ERASERS",28,"2011-01-10 13:22:00",0.21,12681,"France"
"51129","540642","16237","SLEEPING CAT ERASERS",30,"2011-01-10 13:22:00",0.21,12681,"France"
"51130","540642","21675","BUTTERFLIES STICKERS",12,"2011-01-10 13:22:00",0.85,12681,"France"
"51131","540642","21731","RED TOADSTOOL LED NIGHT LIGHT",12,"2011-01-10 13:22:00",1.65,12681,"France"
"51132","540642","22466","FAIRY TALE COTTAGE NIGHTLIGHT",12,"2011-01-10 13:22:00",1.95,12681,"France"
"51133","540642","22139","RETROSPOT TEA SET CERAMIC 11 PC ",3,"2011-01-10 13:22:00",4.95,12681,"France"
"51134","540642","21429","RED GINGHAM ROSE JEWELLERY BOX",8,"2011-01-10 13:22:00",1.65,12681,"France"
"51135","540642","22781","GUMBALL MAGAZINE RACK",6,"2011-01-10 13:22:00",7.65,12681,"France"
"51136","540642","22467","GUMBALL COAT RACK",12,"2011-01-10 13:22:00",2.55,12681,"France"
"51137","540642","22551","PLASTERS IN TIN SPACEBOY",24,"2011-01-10 13:22:00",1.65,12681,"France"
"51138","540642","22553","PLASTERS IN TIN SKULLS",12,"2011-01-10 13:22:00",1.65,12681,"France"
"51139","540642","22554","PLASTERS IN TIN WOODLAND ANIMALS",24,"2011-01-10 13:22:00",1.65,12681,"France"
"51140","540642","22556","PLASTERS IN TIN CIRCUS PARADE ",12,"2011-01-10 13:22:00",1.65,12681,"France"
"51141","540642","22988","SOLDIERS EGG CUP ",24,"2011-01-10 13:22:00",1.25,12681,"France"
"51142","540642","22972","CHILDREN'S SPACEBOY MUG",24,"2011-01-10 13:22:00",1.65,12681,"France"
"51143","540642","22973","CHILDREN'S CIRCUS PARADE MUG",24,"2011-01-10 13:22:00",1.65,12681,"France"
"51144","540642","22974","CHILDRENS DOLLY GIRL MUG",24,"2011-01-10 13:22:00",1.65,12681,"France"
"51145","540642","22977","DOLLY GIRL CHILDRENS EGG CUP",24,"2011-01-10 13:22:00",1.25,12681,"France"
"51146","540642","22976","CIRCUS PARADE CHILDRENS EGG CUP ",24,"2011-01-10 13:22:00",1.25,12681,"France"
"51147","540642","22975","SPACEBOY CHILDRENS EGG CUP",24,"2011-01-10 13:22:00",1.25,12681,"France"
"51148","540642","22661","CHARLOTTE BAG DOLLY GIRL DESIGN",10,"2011-01-10 13:22:00",0.85,12681,"France"
"51149","540642","47566","PARTY BUNTING",5,"2011-01-10 13:22:00",4.65,12681,"France"
"51150","540642","22669","RED BABY BUNTING ",5,"2011-01-10 13:22:00",2.95,12681,"France"
"51151","540642","21559","STRAWBERRY LUNCH BOX WITH CUTLERY",6,"2011-01-10 13:22:00",2.55,12681,"France"
"51152","540642","21561","DINOSAUR LUNCH BOX WITH CUTLERY",12,"2011-01-10 13:22:00",2.55,12681,"France"
"51153","540642","22631","CIRCUS PARADE LUNCH BOX ",12,"2011-01-10 13:22:00",1.95,12681,"France"
"51154","540642","22629","SPACEBOY LUNCH BOX ",24,"2011-01-10 13:22:00",1.95,12681,"France"
"51155","540642","22138","BAKING SET 9 PIECE RETROSPOT ",3,"2011-01-10 13:22:00",4.95,12681,"France"
"51156","540642","22617","BAKING SET SPACEBOY DESIGN",3,"2011-01-10 13:22:00",4.95,12681,"France"
"51157","540642","POST","POSTAGE",7,"2011-01-10 13:22:00",18,12681,"France"
"52128","540688","POST","POSTAGE",5,"2011-01-11 07:57:00",18,12736,"France"
"52129","540688","22223","CAKE PLATE LOVEBIRD PINK",24,"2011-01-11 07:57:00",1.95,12736,"France"
"52130","540688","22222","CAKE PLATE LOVEBIRD WHITE",24,"2011-01-11 07:57:00",1.95,12736,"France"
"52131","540688","21212","PACK OF 72 RETROSPOT CAKE CASES",120,"2011-01-11 07:57:00",0.42,12736,"France"
"52431","540789","POST","POSTAGE",2,"2011-01-11 11:48:00",18,12643,"France"
"52432","540789","21381","MINI WOODEN HAPPY BIRTHDAY GARLAND",576,"2011-01-11 11:48:00",1.45,12643,"France"
"53191","540824","21108","FAIRY CAKE FLANNEL ASSORTED COLOUR",9,"2011-01-11 13:31:00",2.55,12728,"France"
"53192","540824","21208","PASTEL COLOUR HONEYCOMB FAN",12,"2011-01-11 13:31:00",1.65,12728,"France"
"53193","540824","21355","TOAST ITS - I LOVE YOU ",12,"2011-01-11 13:31:00",1.25,12728,"France"
"53194","540824","21731","RED TOADSTOOL LED NIGHT LIGHT",12,"2011-01-11 13:31:00",1.65,12728,"France"
"53195","540824","22027","TEA PARTY BIRTHDAY CARD",12,"2011-01-11 13:31:00",0.42,12728,"France"
"53196","540824","22311","OFFICE MUG WARMER BLACK+SILVER ",6,"2011-01-11 13:31:00",2.95,12728,"France"
"53197","540824","22423","REGENCY CAKESTAND 3 TIER",1,"2011-01-11 13:31:00",12.75,12728,"France"
"53198","540824","22443","GROW YOUR OWN HERBS SET OF 3",2,"2011-01-11 13:31:00",7.95,12728,"France"
"53199","540824","22556","PLASTERS IN TIN CIRCUS PARADE ",24,"2011-01-11 13:31:00",1.65,12728,"France"
"53200","540824","22746","POPPY'S PLAYHOUSE LIVINGROOM ",6,"2011-01-11 13:31:00",2.1,12728,"France"
"53201","540824","79191B","RETRO PLASTIC POLKA TRAY",12,"2011-01-11 13:31:00",0.85,12728,"France"
"53202","540824","84375","SET OF 20 KIDS COOKIE CUTTERS",12,"2011-01-11 13:31:00",2.1,12728,"France"
"53203","540824","POST","POSTAGE",2,"2011-01-11 13:31:00",18,12728,"France"
"53459","540835","22355","CHARLOTTE BAG SUKI DESIGN",10,"2011-01-11 15:00:00",0.85,12724,"France"
"53460","540835","22661","CHARLOTTE BAG DOLLY GIRL DESIGN",10,"2011-01-11 15:00:00",0.85,12724,"France"
"53461","540835","20719","WOODLAND CHARLOTTE BAG",10,"2011-01-11 15:00:00",0.85,12724,"France"
"53462","540835","20723","STRAWBERRY CHARLOTTE BAG",10,"2011-01-11 15:00:00",0.85,12724,"France"
"53463","540835","20726","LUNCH BAG WOODLAND",10,"2011-01-11 15:00:00",1.65,12724,"France"
"53464","540835","20725","LUNCH BAG RED RETROSPOT",10,"2011-01-11 15:00:00",1.65,12724,"France"
"53465","540835","22662","LUNCH BAG DOLLY GIRL DESIGN",10,"2011-01-11 15:00:00",1.65,12724,"France"
"53466","540835","22382","LUNCH BAG SPACEBOY DESIGN ",10,"2011-01-11 15:00:00",1.65,12724,"France"
"53467","540835","22383","LUNCH BAG SUKI  DESIGN ",10,"2011-01-11 15:00:00",1.65,12724,"France"
"53468","540835","22418","10 COLOUR SPACEBOY PEN",24,"2011-01-11 15:00:00",0.85,12724,"France"
"53469","540835","POST","POSTAGE",1,"2011-01-11 15:00:00",18,12724,"France"
"54072","540851","21361","LOVE LARGE WOOD LETTERS ",1,"2011-01-12 09:43:00",12.75,12523,"France"
"54073","540851","22222","CAKE PLATE LOVEBIRD WHITE",3,"2011-01-12 09:43:00",4.95,12523,"France"
"54074","540851","21210","SET OF 72 RETROSPOT PAPER  DOILIES",12,"2011-01-12 09:43:00",1.45,12523,"France"
"54075","540851","22215","CAKE STAND WHITE TWO TIER LACE",2,"2011-01-12 09:43:00",8.5,12523,"France"
"54076","540851","21843","RED RETROSPOT CAKE STAND",1,"2011-01-12 09:43:00",10.95,12523,"France"
"54077","540851","21232","STRAWBERRY CERAMIC TRINKET BOX",12,"2011-01-12 09:43:00",1.25,12523,"France"
"54078","540851","21231","SWEETHEART CERAMIC TRINKET BOX",12,"2011-01-12 09:43:00",1.25,12523,"France"
"54080","C540853","22634","CHILDS BREAKFAST SET SPACEBOY ",-1,"2011-01-12 09:52:00",9.95,12413,"France"
"54689","540972","22236","CAKE STAND 3 TIER MAGIC GARDEN",12,"2011-01-12 14:13:00",10.95,12437,"France"
"54690","540972","21988","PACK OF 6 SKULL PAPER PLATES",48,"2011-01-12 14:13:00",0.85,12437,"France"
"54691","540972","21987","PACK OF 6 SKULL PAPER CUPS",36,"2011-01-12 14:13:00",0.65,12437,"France"
"54692","540972","21122","SET/10 PINK POLKADOT PARTY CANDLES",24,"2011-01-12 14:13:00",1.25,12437,"France"
"54693","540972","21843","RED RETROSPOT CAKE STAND",8,"2011-01-12 14:13:00",10.95,12437,"France"
"54694","540972","POST","POSTAGE",3,"2011-01-12 14:13:00",18,12437,"France"
"54695","540972","22215","CAKE STAND WHITE TWO TIER LACE",3,"2011-01-12 14:13:00",8.5,12437,"France"
"54724","540976","22394","PAPERWEIGHT KINGS CHOICE ",12,"2011-01-12 15:00:00",0.85,12652,"France"
"54725","540976","21890","S/6 WOODEN SKITTLES IN COTTON BAG",6,"2011-01-12 15:00:00",2.95,12652,"France"
"54726","540976","22915","ASSORTED BOTTLE TOP  MAGNETS ",24,"2011-01-12 15:00:00",0.42,12652,"France"
"54727","540976","22970","LONDON BUS COFFEE MUG",6,"2011-01-12 15:00:00",2.55,12652,"France"
"54728","540976","21111","SWISS ROLL TOWEL, CHOCOLATE  SPOTS",6,"2011-01-12 15:00:00",2.95,12652,"France"
